"ID,N,4,0","WIDTH,N,17,15","HEIGHT,N,17,15","AREA,N,17,15","PERIMETER,N,17,15"
1900,"0,011016","0,020011","0,00022","0,062055"
1901,"0,01991","0,022437","0,000447","0,084693"
1902,"0,019304","0,020314","0,000392","0,079236"
1903,"0,01607","0,02466","0,000396","0,081459"
1904,"0,013038","0,017687","0,000231","0,061448"
1905,"0,044818","0,044414","0,001991","0,178465"
1906,"0,047241","0,028466","0,001345","0,151412"
1907,"0,049461","0,038358","0,001897","0,175638"
1908,"0,032099","0,041386","0,001328","0,146971"
1909,"0,024226","0,030484","0,000739","0,109421"
1910,"0,031898","0,026447","0,000844","0,116688"
1911,"0,039569","0,039771","0,001574","0,15868"
1912,"0,023822","0,02039","0,000486","0,088425"
1913,"0,021803","0,017564","0,000383","0,078734"
1914,"0,023317","0,020188","0,000471","0,087012"
1915,"0,05794","0,046231","0,002679","0,208343"
1916,"0,038358","0,026649","0,001022","0,130013"
1917,"0,018371","0,019583","0,00036","0,075908"
1918,"0,028062","0,026245","0,000736","0,108613"
1919,"0,0214","0,023015","0,000493","0,088829"
1920,"0,019381","0,015646","0,000303","0,070053"
1921,"0,026043","0,023418","0,00061","0,098923"
1922,"0,027052","0,034724","0,000939","0,123552"
1923,"0,025437","0,023822","0,000606","0,098519"
1924,"0,015747","0,014536","0,000229","0,060565"
1925,"0,021803","0,021803","0,000475","0,087214"
1926,"0,029879","0,031292","0,000935","0,122341"
1927,"0,02685","0,030686","0,000824","0,115073"
1928,"0,063593","0,046433","0,002953","0,220053"
1929,"0,014132","0,013122","0,000185","0,054508"
1930,"0,046837","0,035128","0,001645","0,163929"
1931,"0,027658","0,0214","0,000592","0,098115"
1932,"0,033916","0,030282","0,001027","0,128398"
1933,"0,065612","0,037752","0,002477","0,206728"
1934,"0,044818","0,080753","0,003619","0,251143"
1935,"0,026245","0,023217","0,000609","0,098923"
1936,"0,028466","0,041386","0,001178","0,139703"
1937,"0,022611","0,017362","0,000393","0,079946"
1938,"0,032503","0,028264","0,000919","0,121534"
1939,"0,015545","0,017564","0,000273","0,066218"
1940,"0,044212","0,024024","0,001062","0,136473"
1941,"0,036339","0,026649","0,000968","0,125975"
1942,"0,022611","0,018775","0,000425","0,082772"
1943,"0,013728","0,013526","0,000186","0,054508"
1944,"0,015949","0,031898","0,000509","0,095693"
1945,"0,018573","0,028264","0,000525","0,093674"
1946,"0,018775","0,019179","0,00036","0,075908"
1947,"0,01393","0,012113","0,000169","0,052086"
1948,"0,018573","0,025841","0,00048","0,088829"
1949,"0,030686","0,028667","0,00088","0,118707"
1950,"0,013021","0,011507","0,00015","0,049058"
1951,"0,028466","0,019583","0,000557","0,096096"
1952,"0,015343","0,016958","0,00026","0,064603"
1953,"0,036541","0,042799","0,001564","0,15868"
1954,"0,022611","0,018775","0,000425","0,082772"
1955,"0,030888","0,04078","0,00126","0,143337"
1956,"0,030081","0,030081","0,000905","0,120322"
1957,"0,029071","0,028466","0,000828","0,115073"
1958,"0,018977","0,034522","0,000655","0,106998"
1959,"0,022813","0,019986","0,000456","0,085598"
1960,"0,017362","0,01504","0,000261","0,064804"
1961,"0,017362","0,020188","0,000351","0,075101"
1962,"0,013122","0,014132","0,000185","0,054508"
1963,"0,023822","0,027456","0,000654","0,102557"
1964,"0,01716","0,021097","0,000362","0,076514"
1965,"0,01928","0,015545","0,0003","0,06965"
1966,"0,0107","0,018371","0,000197","0,058142"
1967,"0,011911","0,013324","0,000159","0,050471"
1968,"0,018876","0,018876","0,000356","0,075504"
1969,"0,013425","0,01282","0,000172","0,05249"
1970,"0,017665","0,014031","0,000248","0,063391"
1971,"0,020087","0,011911","0,000239","0,063997"
1972,"0,023015","0,017968","0,000414","0,081965"
1973,"0,014939","0,015545","0,000232","0,060969"
1974,"0,007772","0,007167","0,000056","0,029879"
1975,"0,008075","0,009589","0,000077","0,03533"
1976,"0,008277","0,008984","0,000074","0,034522"
1977,"0,013324","0,015343","0,000204","0,057335"
1978,"0,00969","0,008883","0,000086","0,037146"
1979,"0,011305","0,008681","0,000098","0,039973"
1980,"0,012113","0,016353","0,000198","0,056931"
1981,"0,01605","0,011507","0,000185","0,055114"
1982,"0,012315","0,014939","0,000184","0,054508"
1983,"0,014334","0,012618","0,000181","0,053903"
1984,"0,011911","0,010195","0,000121","0,044212"
1985,"0,013122","0,013526","0,000177","0,053297"
1986,"0,013425","0,013829","0,000186","0,054508"
1987,"0,010498","0,009993","0,000105","0,040982"
1988,"0,019078","0,013122","0,00025","0,064401"
1989,"0,026447","0,022611","0,000598","0,098115"
1990,"0,022207","0,023418","0,00052","0,091251"
1991,"0,016353","0,012113","0,000198","0,056931"
1992,"0,026043","0,018775","0,000489","0,089636"
1993,"0,006864","0,014334","0,000098","0,042395"
1994,"0,012719","0,025034","0,000318","0,075504"
1995,"0,014334","0,013122","0,000188","0,054912"
1996,"0,018977","0,019583","0,000372","0,077119"
1997,"0,036339","0,022005","0,0008","0,116688"
1998,"0,014536","0,019785","0,000288","0,06864"
1999,"0,013223","0,019482","0,000258","0,06541"
2000,"0,011305","0,011911","0,000135","0,046433"
2001,"0,01393","0,014132","0,000197","0,056124"
2002,"0,029071","0,050875","0,001479","0,159891"
2003,"0,03755","0,038762","0,001456","0,152624"
2004,"0,028667","0,019179","0,00055","0,095693"
2005,"0,021426","0,022841","0,000489","0,088534"
2006,"0,014048","0,013139","0,000185","0,054374"
2007,"0,014452","0,013846","0,0002","0,056597"
2008,"0,014655","0,013341","0,000196","0,055991"
2009,"0,016878","0,017383","0,000293","0,068523"
2010,"0,013543","0,010511","0,000142","0,048107"
2011,"0,017889","0,019102","0,000342","0,07398"
2012,"0,010511","0,011522","0,000121","0,044065"
2013,"0,013745","0,015059","0,000207","0,057608"
2014,"0,013341","0,01516","0,000202","0,057001"
2015,"0,013543","0,011926","0,000162","0,050937"
2016,"0,026479","0,028905","0,000765","0,110769"
2017,"0,01991","0,01233","0,000245","0,06448"
2018,"0,012128","0,016474","0,0002","0,057203"
2019,"0,014655","0,017282","0,000253","0,063874"
2020,"0,013796","0,014301","0,000197","0,056193"
2021,"0,020213","0,022538","0,000456","0,085502"
2022,"0,012128","0,013846","0,000168","0,051948"
2023,"0,01708","0,019405","0,000331","0,07297"
2024,"0,014452","0,014351","0,000207","0,057608"
2025,"0,019405","0,013139","0,000255","0,065087"
2026,"0,02557","0,023447","0,0006","0,098034"
2027,"0,01516","0,018192","0,000276","0,066704"
2028,"0,027086","0,042044","0,001139","0,138259"
2029,"0,023447","0,013846","0,000325","0,074587"
2030,"0,025873","0,025469","0,000659","0,102683"
2031,"0,019405","0,014857","0,000288","0,068523"
2032,"0,016474","0,017181","0,000283","0,06731"
2033,"0,015059","0,015261","0,00023","0,06064"
2034,"0,015463","0,014958","0,000231","0,060842"
2035,"0,011522","0,013846","0,00016","0,050735"
2036,"0,017181","0,013442","0,000231","0,061246"
2037,"0,032139","0,028905","0,000929","0,122088"
2038,"0,013442","0,016575","0,000223","0,060033"
2039,"0,011117","0,010107","0,000112","0,042448"
2040,"0,020112","0,020719","0,000417","0,081661"
2041,"0,020719","0,018192","0,000377","0,077821"
2042,"0,020921","0,017889","0,000374","0,077619"
2043,"0,014958","0,018899","0,000283","0,067714"
2044,"0,016575","0,017383","0,000288","0,067916"
2045,"0,015968","0,01799","0,000287","0,067916"
2046,"0,012936","0,015463","0,0002","0,056799"
2047,"0,012633","0,013341","0,000169","0,051948"
2048,"0,024357","0,019607","0,000478","0,087928"
2049,"0,020617","0,011724","0,000242","0,064682"
2050,"0,01425","0,023852","0,00034","0,076204"
2051,"0,023953","0,01516","0,000363","0,078225"
2052,"0,036485","0,033756","0,001232","0,140482"
2053,"0,017788","0,013947","0,000248","0,06347"
2054,"0,011926","0,012532","0,000149","0,048916"
2055,"0,023245","0,024256","0,000564","0,095002"
2056,"0,008995","0,0095","0,000085","0,03699"
2057,"0,009096","0,008692","0,000079","0,035575"
2058,"0,010107","0,01137","0,000115","0,042953"
2059,"0,010612","0,014958","0,000159","0,051139"
2060,"0,020011","0,012936","0,000259","0,065895"
2061,"0,012835","0,017484","0,000224","0,06064"
2062,"0,015463","0,014048","0,000217","0,059023"
2063,"0,011825","0,011724","0,000139","0,047097"
2064,"0,019809","0,01799","0,000356","0,075597"
2065,"0,02362","0,031292","0,000739","0,109824"
2066,"0,046231","0,02685","0,001241","0,146163"
2067,"0,034724","0,045222","0,00157","0,159891"
2068,"0,058142","0,068438","0,003979","0,253161"
2069,"0,150605","0,08358","0,012587","0,468369"
2070,"0,103364","0,161506","0,016694","0,529741"
2071,"0,071669","0,061171","0,004384","0,265678"
2072,"0,031292","0,034118","0,001068","0,13082"
2073,"0,038358","0,045424","0,001742","0,167563"
2074,"0,054912","0,047443","0,002605","0,204709"
2075,"0,055922","0,049663","0,002777","0,21117"
2076,"0,059152","0,053297","0,003153","0,224898"
2077,"0,023317","0,029475","0,000687","0,105585"
2078,"0,075101","0,065006","0,004882","0,280214"
2079,"0,272138","0,221264","0,060214","0,986805"
2080,"0,081157","0,065814","0,005341","0,293942"
2081,"0,039165","0,041184","0,001613","0,160699"
2082,"0,043809","0,041184","0,001804","0,169986"
2083,"0,062382","0,060969","0,003803","0,246701"
2084,"0,03755","0,027052","0,001016","0,129205"
2085,"0,065612","0,09327","0,00612","0,317764"
2086,"0,070053","0,053297","0,003734","0,246701"
2087,"0,02574","0,039468","0,001016","0,130416"
2088,"0,025437","0,034926","0,000888","0,120726"
2089,"0,030081","0,035733","0,001075","0,131628"
2090,"0,065208","0,059152","0,003857","0,24872"
2091,"0,10296","0,12113","0,012472","0,448181"
2092,"0,153431","0,087617","0,013443","0,482097"
2093,"0,121534","0,102557","0,012464","0,448181"
2094,"0,057335","0,04502","0,002581","0,204709"
2095,"0,028264","0,036339","0,001027","0,129205"
2096,"0,027052","0,042194","0,001141","0,138492"
2097,"0,038358","0,031898","0,001224","0,140511"
2098,"0,078734","0,108613","0,008552","0,374695"
2099,"0,040377","0,044818","0,00181","0,170389"
2100,"0,102557","0,136877","0,014038","0,478867"
2101,"0,042799","0,056527","0,002419","0,198653"
2102,"0,065814","0,060565","0,003986","0,252758"
2103,"0,038762","0,049259","0,001909","0,176042"
2104,"0,084387","0,077119","0,006508","0,323013"
2105,"0,043001","0,040175","0,001728","0,166352"
2106,"0,050471","0,03432","0,001732","0,169582"
2107,"0,116487","0,080753","0,009407","0,39448"
2108,"0,043405","0,039468","0,001713","0,165746"
2109,"0,123552","0,174023","0,021501","0,595151"
2110,"0,067429","0,056124","0,003784","0,247105"
2111,"0,05572","0,056124","0,003127","0,223686"
2112,"0,021803","0,026043","0,000568","0,095693"
2113,"0,033714","0,037954","0,00128","0,143337"
2114,"0,028869","0,032503","0,000938","0,122745"
2115,"0,018169","0,015949","0,00029","0,068236"
2116,"0,016554","0,021601","0,000358","0,076312"
2117,"0,050673","0,047443","0,002404","0,19623"
2118,"0,080753","0,081561","0,006586","0,324628"
2119,"0,059757","0,118707","0,007094","0,356929"
2120,"0,031494","0,032301","0,001017","0,12759"
2121,"0,021601","0,027254","0,000589","0,097711"
2122,"0,136069","0,138088","0,01879","0,548315"
2123,"0,085598","0,083176","0,00712","0,337549"
2124,"0,023721","0,026649","0,000632","0,10074"
2125,"0,025235","0,031696","0,0008","0,113862"
2126,"0,04078","0,04179","0,001704","0,16514"
2127,"0,017564","0,026447","0,000465","0,088021"
2128,"0,02039","0,021198","0,000432","0,083176"
2129,"0,09751","0,054307","0,005295","0,303632"
2130,"0,094481","0,08903","0,008412","0,367023"
2131,"0,051278","0,046837","0,002402","0,19623"
2132,"0,044818","0,037954","0,001701","0,165544"
2133,"0,089838","0,101749","0,009141","0,383174"
2134,"0,037752","0,049663","0,001875","0,174831"
2135,"0,032907","0,030282","0,000997","0,126379"
2136,"0,020996","0,024024","0,000504","0,09004"
2137,"0,048654","0,074697","0,003634","0,246701"
2138,"0,02463","0,039367","0,00097","0,127994"
2139,"0,056527","0,090444","0,005113","0,293942"
2140,"0,05572","0,059354","0,003307","0,230147"
2141,"0,020996","0,031898","0,00067","0,105787"
2142,"0,064603","0,070255","0,004539","0,269716"
2143,"0,030686","0,033513","0,001028","0,128398"
2144,"0,033109","0,035128","0,001163","0,136473"
2145,"0,067429","0,050067","0,003376","0,234992"
2146,"0,019785","0,030686","0,000607","0,100942"
2147,"0,086002","0,079542","0,006841","0,331088"
2148,"0,058344","0,04502","0,002627","0,206728"
2149,"0,069044","0,069448","0,004795","0,276984"
2150,"0,042799","0,042597","0,001823","0,170793"
2151,"0,075101","0,058344","0,004382","0,266889"
2152,"0,064603","0,039165","0,00253","0,207536"
2153,"0,023217","0,038762","0,0009","0,123956"
2154,"0,068236","0,077119","0,005262","0,290712"
2155,"0,046837","0,072678","0,003404","0,23903"
2156,"0,060363","0,06541","0,003948","0,251546"
2157,"0,036945","0,042799","0,001581","0,159488"
2158,"0,034724","0,034724","0,001206","0,138896"
2159,"0,023015","0,020289","0,000467","0,086608"
2160,"0,035531","0,035733","0,00127","0,142529"
2161,"0,059757","0,042799","0,002558","0,205113"
2162,"0,021198","0,023418","0,000496","0,089232"
2163,"0,034118","0,038156","0,001302","0,144548"
2164,"0,023217","0,025841","0,0006","0,098115"
2165,"0,035531","0,022207","0,000789","0,115477"
2166,"0,031331","0,06064","0,0019","0,18394"
2167,"0,034464","0,017383","0,000599","0,103694"
2168,"0,027793","0,046187","0,001284","0,147961"
2169,"0,022538","0,018394","0,000415","0,081864"
2170,"0,03416","0,030724","0,00105","0,129769"
2171,"0,027086","0,026783","0,000725","0,107737"
2172,"0,026075","0,019405","0,000506","0,09096"
2173,"0,019203","0,041235","0,000792","0,120875"
2174,"0,020617","0,027591","0,000569","0,096417"
2175,"0,026681","0,019102","0,00051","0,091566"
2176,"0,033453","0,043054","0,00144","0,153014"
2177,"0,021022","0,021325","0,000448","0,084693"
2178,"0,030017","0,033352","0,001001","0,126737"
2179,"0,034666","0,032847","0,001139","0,135024"
2180,"0,024104","0,025873","0,000624","0,099954"
2181,"0,014958","0,023751","0,000355","0,077417"
2182,"0,028804","0,023447","0,000675","0,104502"
2183,"0,017484","0,026075","0,000456","0,087119"
2184,"0,015665","0,022336","0,00035","0,076002"
2185,"0,015059","0,024458","0,000368","0,079034"
2186,"0,01324","0,01991","0,000264","0,066299"
2187,"0,017181","0,017484","0,0003","0,069331"
2188,"0,050028","0,031735","0,001588","0,163525"
2189,"0,038102","0,043762","0,001667","0,163727"
2190,"0,018697","0,026884","0,000503","0,091162"
2191,"0,023043","0,024559","0,000566","0,095204"
2192,"0,01708","0,019506","0,000333","0,073172"
2193,"0,018091","0,02274","0,000411","0,081661"
2194,"0,034362","0,0474","0,001629","0,163525"
2195,"0,012936","0,022437","0,00029","0,070746"
2196,"0,016474","0,019607","0,000323","0,072161"
2197,"0,018495","0,020415","0,000378","0,077821"
2198,"0,012532","0,012229","0,000153","0,049522"
2199,"0,030219","0,036384","0,001099","0,133205"
2200,"0,014452","0,012936","0,000187","0,054778"
2201,"0,00945","0,009955","0,000094","0,038809"
2202,"0,024963","0,019506","0,000487","0,088938"
2203,"0,012886","0,016524","0,000213","0,058821"
2204,"0,025469","0,035171","0,000896","0,121279"
2205,"0,01607","0,016828","0,00027","0,065794"
2206,"0,013947","0,015008","0,000209","0,057911"
2207,"0,012962","0,014629","0,00019","0,055182"
2208,"0,020921","0,034716","0,000726","0,111274"
2209,"0,01425","0,013492","0,000192","0,055485"
2210,"0,016373","0,019102","0,000313","0,070948"
2211,"0,022588","0,016979","0,000384","0,079135"
2212,"0,021527","0,020314","0,000437","0,083683"
2213,"0,013341","0,014099","0,000188","0,054879"
2214,"0,014402","0,013568","0,000195","0,05594"
2215,"0,013417","0,013492","0,000181","0,053818"
2216,"0,008565","0,007277","0,000062","0,031684"
2217,"0,037805","0,062874","0,002377","0,201358"
2218,"0,044881","0,046903","0,002105","0,183567"
2219,"0,022238","0,034368","0,000764","0,113213"
2220,"0,024664","0,027292","0,000673","0,103914"
2221,"0,026686","0,025877","0,000691","0,105127"
2222,"0,015971","0,026686","0,000426","0,085314"
2223,"0,069141","0,100679","0,006961","0,33964"
2224,"0,066715","0,05883","0,003925","0,251091"
2225,"0,107755","0,08208","0,008844","0,379669"
2226,"0,061256","0,077228","0,004731","0,276968"
2227,"0,037199","0,033155","0,001233","0,140708"
2228,"0,037603","0,034368","0,001292","0,143943"
2229,"0,049531","0,041242","0,002043","0,181546"
2230,"0,044477","0,052765","0,002347","0,194484"
2231,"0,04387","0,047509","0,002084","0,182759"
2232,"0,052765","0,052765","0,002784","0,211062"
2233,"0,067321","0,0467","0,003144","0,228044"
2234,"0,023451","0,023856","0,000559","0,094614"
2235,"0,051755","0,047509","0,002459","0,198528"
2236,"0,066917","0,066108","0,004424","0,266051"
2237,"0,03639","0,035581","0,001295","0,143943"
2238,"0,038614","0,026888","0,001038","0,131004"
2239,"0,029112","0,046498","0,001354","0,151221"
2240,"0,016375","0,01678","0,000275","0,066311"
2241,"0,017285","0,014859","0,000257","0,064289"
2242,"0,040433","0,039422","0,001594","0,159712"
2243,"0,026888","0,017184","0,000462","0,088145"
2244,"0,087336","0,078036","0,006815","0,330745"
2245,"0,044477","0,061459","0,002733","0,211871"
2246,"0,034773","0,038007","0,001322","0,14556"
2247,"0,02709","0,024058","0,000652","0,102296"
2248,"0,022238","0,027899","0,00062","0,100275"
2249,"0,063885","0,04852","0,0031","0,224809"
2250,"0,057617","0,056202","0,003238","0,22764"
2251,"0,047105","0,041646","0,001962","0,177502"
2252,"0,171033","0,117863","0,020158","0,577792"
2253,"0,037603","0,030931","0,001163","0,137069"
2254,"0,053978","0,059639","0,003219","0,227235"
2255,"0,081473","0,100477","0,008186","0,3639"
2256,"0,08208","0,080867","0,006638","0,325893"
2257,"0,077834","0,065704","0,005114","0,287077"
2258,"0,026079","0,026686","0,000696","0,105531"
2259,"0,023856","0,031942","0,000762","0,111596"
2260,"0,041646","0,051755","0,002155","0,186802"
2261,"0,133026","0,076823","0,010219","0,419698"
2262,"0,094007","0,070556","0,006633","0,329127"
2263,"0,02891","0,024664","0,000713","0,107148"
2264,"0,017588","0,020217","0,000356","0,07561"
2265,"0,025675","0,026686","0,000685","0,104722"
2266,"0,044072","0,038614","0,001702","0,165372"
2267,"0,040635","0,038209","0,001553","0,15769"
2268,"0,041646","0,053978","0,002248","0,19125"
2269,"0,034166","0,035177","0,001202","0,138686"
2270,"0,032347","0,04569","0,001478","0,156073"
2271,"0,055394","0,087538","0,004849","0,285864"
2272,"0,05135","0,058022","0,002979","0,218744"
2273,"0,095018","0,093805","0,008913","0,377647"
2274,"0,047105","0,057617","0,002714","0,209445"
2275,"0,081271","0,07096","0,005767","0,304463"
2276,"0,059841","0,077025","0,004609","0,273734"
2277,"0,067524","0,073184","0,004942","0,281416"
2278,"0,120087","0,135452","0,016266","0,511077"
2279,"0,054585","0,05317","0,002902","0,21551"
2280,"0,045083","0,062065","0,002798","0,214297"
2281,"0,14556","0,115235","0,016774","0,52159"
2282,"0,059235","0,04387","0,002599","0,20621"
2283,"0,030931","0,033155","0,001026","0,128174"
2284,"0,022845","0,037401","0,000854","0,120491"
2285,"0,041444","0,050542","0,002095","0,183972"
2286,"0,017791","0,033155","0,00059","0,101892"
2287,"0,041646","0,037401","0,001558","0,158094"
2288,"0,061661","0,050946","0,003141","0,225214"
2289,"0,019408","0,027798","0,00054","0,094412"
2290,"0,062267","0,056404","0,003512","0,237344"
2291,"0,086325","0,064491","0,005567","0,301633"
2292,"0,087336","0,090571","0,00791","0,355813"
2293,"0,042859","0,044072","0,001889","0,173863"
2294,"0,040433","0,076015","0,003074","0,232896"
2295,"0,083293","0,076419","0,006365","0,319423"
2296,"0,083293","0,100275","0,008352","0,367135"
2297,"0,047711","0,040231","0,001919","0,175885"
2298,"0,055798","0,092592","0,005166","0,296781"
2299,"0,041444","0,04852","0,002011","0,179928"
2300,"0,025271","0,044477","0,001124","0,139495"
2301,"0,037401","0,028708","0,001074","0,132217"
2302,"0,079451","0,062469","0,004963","0,283842"
2303,"0,06813","0,039018","0,002658","0,214297"
2304,"0,088347","0,067321","0,005948","0,311337"
2305,"0,026282","0,024866","0,000654","0,102296"
2306,"0,01769","0,024361","0,000431","0,084101"
2307,"0,015971","0,027191","0,000434","0,086325"
2308,"0,019206","0,02335","0,000448","0,085112"
2309,"0,057617","0,028101","0,001619","0,171437"
2310,"0,077834","0,117863","0,009174","0,391395"
2311,"0,022845","0,026282","0,0006","0,098253"
2312,"0,031134","0,045892","0,001429","0,154051"
2313,"0,038007","0,042051","0,001598","0,160116"
2314,"0,044274","0,047711","0,002112","0,183972"
2315,"0,026079","0,028505","0,000743","0,10917"
2316,"0,052563","0,019408","0,00102","0,143943"
2317,"0,017205","0,021456","0,000369","0,077323"
2318,"0,015282","0,013359","0,000204","0,057284"
2319,"0,011133","0,012752","0,000142","0,04777"
2320,"0,016295","0,024695","0,000402","0,081979"
2321,"0,013967","0,013562","0,000189","0,055057"
2322,"0,02763","0,035726","0,000987","0,126713"
2323,"0,026921","0,027225","0,000733","0,108293"
2324,"0,027933","0,025504","0,000712","0,106876"
2325,"0,011133","0,012246","0,000136","0,046758"
2326,"0,013562","0,014979","0,000203","0,057081"
2327,"0,016396","0,01842","0,000302","0,069631"
2328,"0,017003","0,016396","0,000279","0,066797"
2329,"0,032994","0,029047","0,000958","0,124081"
2330,"0,022671","0,023784","0,000539","0,092909"
2331,"0,017813","0,017711","0,000315","0,071048"
2332,"0,012044","0,012449","0,00015","0,048985"
2333,"0,012347","0,015384","0,00019","0,055462"
2334,"0,023278","0,037447","0,000872","0,12145"
2335,"0,015181","0,017914","0,000272","0,06619"
2336,"0,017813","0,019837","0,000353","0,075299"
2337,"0,105864","0,093516","0,0099","0,39876"
2338,"0,050604","0,031779","0,001608","0,164767"
2339,"0,02935","0,034613","0,001016","0,127927"
2340,"0,020748","0,014776","0,000307","0,071048"
2341,"0,027326","0,02014","0,00055","0,094933"
2342,"0,027731","0,03684","0,001022","0,129142"
2343,"0,022772","0,018521","0,000422","0,082586"
2344,"0,014068","0,030464","0,000429","0,089063"
2345,"0,025606","0,045442","0,001164","0,142096"
2346,"0,014878","0,01847","0,000275","0,066696"
2347,"0,025808","0,046556","0,001202","0,144728"
2348,"0,02348","0,020748","0,000487","0,088456"
2349,"0,015384","0,013612","0,000209","0,057992"
2350,"0,023177","0,020646","0,000479","0,087646"
2351,"0,017104","0,016598","0,000284","0,067405"
2352,"0,026517","0,027225","0,000722","0,107483"
2353,"0,011791","0,012702","0,00015","0,048985"
2354,"0,015991","0,015991","0,000256","0,063964"
2355,"0,014878","0,014169","0,000211","0,058093"
2356,"0,03431","0,038155","0,001309","0,14493"
2357,"0,015991","0,017104","0,000274","0,06619"
2358,"0,054146","0,059409","0,003217","0,227111"
2359,"0,017711","0,015384","0,000272","0,06619"
2360,"0,022165","0,024998","0,000554","0,094326"
2361,"0,009918","0,01093","0,000108","0,041698"
2362,"0,025909","0,023379","0,000606","0,098577"
2363,"0,032994","0,023075","0,000761","0,112139"
2364,"0,027731","0,023885","0,000662","0,103232"
2365,"0,015991","0,016699","0,000267","0,06538"
2366,"0,015586","0,014574","0,000227","0,06032"
2367,"0,046758","0,026719","0,001249","0,146954"
2368,"0,027933","0,032943","0,00092","0,121753"
2369,"0,015713","0,018521","0,000291","0,068467"
2370,"0,011841","0,01632","0,000193","0,056322"
2371,"0,012297","0,018521","0,000228","0,061636"
2372,"0,019204","0,020646","0,000396","0,079701"
2373,"0,02429","0,025504","0,00062","0,099589"
2374,"0,01131","0,013284","0,00015","0,049187"
2375,"0,045847","0,033247","0,001524","0,158188"
2376,"0,030211","0,020115","0,000608","0,100651"
2377,"0,05249","0,043203","0,002268","0,191385"
2378,"0,068236","0,044011","0,003003","0,224494"
2379,"0,061372","0,048048","0,002949","0,218841"
2380,"0,077321","0,056931","0,004402","0,268505"
2381,"0,059354","0,155854","0,00925","0,430415"
2382,"0,080753","0,065612","0,005298","0,292731"
2383,"0,044818","0,050269","0,002253","0,190174"
2384,"0,066218","0,117698","0,007794","0,367831"
2385,"0,029475","0,030282","0,000893","0,119515"
2386,"0,03432","0,035531","0,001219","0,139703"
2387,"0,046635","0,067025","0,003126","0,22732"
2388,"0,063189","0,071063","0,00449","0,268505"
2389,"0,018371","0,020592","0,000378","0,077927"
2390,"0,047846","0,06218","0,002975","0,220053"
2391,"0,050067","0,060565","0,003032","0,221264"
2392,"0,105383","0,100134","0,010552","0,411034"
2393,"0,055316","0,049058","0,002714","0,208747"
2394,"0,040982","0,038963","0,001597","0,159891"
2395,"0,063593","0,052893","0,003364","0,232973"
2396,"0,052691","0,04502","0,002372","0,195423"
2397,"0,109421","0,144145","0,015772","0,50713"
2398,"0,036137","0,043405","0,001569","0,159084"
2399,"0,029273","0,024832","0,000727","0,108209"
2400,"0,046837","0,043001","0,002014","0,179676"
2401,"0,063795","0,056527","0,003606","0,240645"
2402,"0,058344","0,059556","0,003475","0,235799"
2403,"0,028062","0,033714","0,000946","0,123552"
2404,"0,067227","0,071467","0,004804","0,277387"
2405,"0,023822","0,037146","0,000885","0,121937"
2406,"0,023217","0,025437","0,000591","0,097308"
2407,"0,018169","0,036743","0,000668","0,109824"
2408,"0,07611","0,091655","0,006976","0,33553"
2409,"0,092059","0,095693","0,008809","0,375503"
2410,"0,039165","0,047644","0,001866","0,173619"
2411,"0,115477","0,073485","0,008486","0,377925"
2412,"0,06218","0,060565","0,003766","0,24549"
2413,"0,037146","0,058142","0,00216","0,190578"
2414,"0,032099","0,033916","0,001089","0,132032"
2415,"0,039165","0,050067","0,001961","0,178465"
2416,"0,05471","0,05895","0,003225","0,22732"
2417,"0,062988","0,100134","0,006307","0,326243"
2418,"0,069448","0,079946","0,005552","0,298787"
2419,"0,108613","0,103768","0,011271","0,424762"
2420,"0,063795","0,044011","0,002808","0,215611"
2421,"0,055316","0,053701","0,002971","0,218034"
2422,"0,031494","0,030686","0,000966","0,12436"
2423,"0,039569","0,049259","0,001949","0,177657"
2424,"0,0965","0,086002","0,008299","0,365005"
2425,"0,053297","0,075101","0,004003","0,256795"
2426,"0,037954","0,041184","0,001563","0,158276"
2427,"0,03755","0,030686","0,001152","0,136473"
2428,"0,078734","0,071063","0,005595","0,299595"
2429,"0,042799","0,050067","0,002143","0,185732"
2430,"0,04078","0,048048","0,001959","0,177657"
2431,"0,013324","0,022207","0,000296","0,071063"
2432,"0,0965","0,066218","0,00639","0,325436"
2433,"0,075101","0,044011","0,003305","0,238222"
2434,"0,050471","0,085598","0,00432","0,272138"
2435,"0,041992","0,035935","0,001509","0,155854"
2436,"0,069448","0,085195","0,005917","0,309285"
2437,"0,054105","0,041386","0,002239","0,190981"
2438,"0,029071","0,033513","0,000974","0,125168"
2439,"0,039771","0,044212","0,001758","0,167967"
2440,"0,030888","0,028667","0,000885","0,119111"
2441,"0,038762","0,061776","0,002395","0,201076"
2442,"0,046433","0,056124","0,002606","0,205113"
2443,"0,046837","0,060161","0,002818","0,213996"
2444,"0,028667","0,033513","0,000961","0,12436"
2445,"0,017766","0,030686","0,000545","0,096904"
2446,"0,045626","0,044818","0,002045","0,180887"
2447,"0,054912","0,061574","0,003381","0,232973"
2448,"0,041184","0,04179","0,001721","0,165948"
2449,"0,030484","0,04078","0,001243","0,142529"
2450,"0,032503","0,042395","0,001378","0,149797"
2451,"0,056527","0,034118","0,001929","0,181291"
2452,"0,033109","0,028264","0,000936","0,122745"
2453,"0,052691","0,049058","0,002585","0,203498"
2454,"0,032099","0,02463","0,000791","0,113458"
2455,"0,014939","0,011305","0,000169","0,05249"
2456,"0,023015","0,019785","0,000455","0,085598"
